loss,hyperparameters,iteration,runtime,score
0.5,"{'algorithm': 'auto', 'leaf_size': 42, 'n_jobs': 4, 'n_neighbors': 95, 'p': 1, 'weights': 'distance'}",103,0.5177137142245272,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 21, 'n_jobs': 4, 'n_neighbors': 83, 'p': 1, 'weights': 'distance'}",104,0.6345252840641251,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 46, 'n_jobs': 4, 'n_neighbors': 66, 'p': 1, 'weights': 'uniform'}",105,0.6772559689625552,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 29, 'n_jobs': 4, 'n_neighbors': 62, 'p': 1, 'weights': 'distance'}",106,0.44182888184700175,0.5
0.5,"{'algorithm': 'brute', 'leaf_size': 52, 'n_jobs': 4, 'n_neighbors': 99, 'p': 1, 'weights': 'distance'}",107,0.6816587441743991,0.5
0.5004524886877828,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_jobs': 4, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}",108,0.4546493673170602,0.4995475113122172
0.5,"{'algorithm': 'ball_tree', 'leaf_size': 86, 'n_jobs': 4, 'n_neighbors': 84, 'p': 1, 'weights': 'uniform'}",109,0.3932724877962528,0.5
0.4920514790673902,"{'algorithm': 'auto', 'leaf_size': 7, 'n_jobs': 4, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",110,0.594034173454574,0.5079485209326098
0.5,"{'algorithm': 'auto', 'leaf_size': 7, 'n_jobs': 4, 'n_neighbors': 81, 'p': 1, 'weights': 'distance'}",111,0.5404085505743268,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 19, 'n_jobs': 4, 'n_neighbors': 36, 'p': 1, 'weights': 'uniform'}",112,0.4759707630808663,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 10, 'n_jobs': 4, 'n_neighbors': 78, 'p': 1, 'weights': 'distance'}",113,0.4219491933649806,0.5
0.5,"{'algorithm': 'brute', 'leaf_size': 58, 'n_jobs': 4, 'n_neighbors': 74, 'p': 1, 'weights': 'distance'}",114,0.6414709936942842,0.5
0.5,"{'algorithm': 'kd_tree', 'leaf_size': 79, 'n_jobs': 4, 'n_neighbors': 42, 'p': 1, 'weights': 'uniform'}",115,0.491062822853479,0.5
0.5,"{'algorithm': 'ball_tree', 'leaf_size': 7, 'n_jobs': 4, 'n_neighbors': 71, 'p': 1, 'weights': 'distance'}",116,0.3957949422058391,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 48, 'n_jobs': 4, 'n_neighbors': 52, 'p': 1, 'weights': 'uniform'}",117,0.5952399339690402,0.5
0.5004524886877828,"{'algorithm': 'auto', 'leaf_size': 87, 'n_jobs': 4, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",118,0.3497767892380921,0.4995475113122172
0.5,"{'algorithm': 'auto', 'leaf_size': 27, 'n_jobs': 4, 'n_neighbors': 28, 'p': 1, 'weights': 'uniform'}",119,0.789847803668394,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 54, 'n_jobs': 4, 'n_neighbors': 27, 'p': 1, 'weights': 'distance'}",120,0.4219816200454858,0.5
0.4920514790673902,"{'algorithm': 'auto', 'leaf_size': 63, 'n_jobs': 4, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",121,0.3362540101350504,0.5079485209326098
0.5,"{'algorithm': 'brute', 'leaf_size': 63, 'n_jobs': 4, 'n_neighbors': 13, 'p': 1, 'weights': 'distance'}",122,0.6520011315204783,0.5
